GeoName,Description,Unit,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Arizona,    Textile mills and textile product mills,Millions of current dollars,77.8,75,73.9,72.7,64.9,81.3,77.2,131,98.9,94.2,118.1,113,106.4,80,81.5,102.3,92,121,142.8,129.1,106.9,93.3,105.1,110.5,(NA)
Arizona,"    Apparel, leather, and allied product manufacturing",Millions of current dollars,42,47.3,38,48.8,39.3,38,32.3,23,18.6,15.9,18.6,22,19.1,21.5,19.6,18.9,22.6,15,23.6,31.6,26.9,28.1,29.2,33.7,(NA)
Arizona,    Paper manufacturing,Millions of current dollars,243.6,256.6,260,272.7,202.5,202.1,196.6,230.1,271.8,262.7,248.8,226,209.7,235.9,235.5,242.2,196.1,191.1,203.1,248,244,255.8,263.2,288.6,(NA)
Arizona,    Printing and related support activities,Millions of current dollars,370.2,399.9,388,392,339.6,384.5,363,401.5,475.2,501,469.1,417.3,414.1,442.2,436.4,423.6,452.8,452.5,505.8,502.8,584.4,596,584.4,575.2,(NA)
Arizona,    Petroleum and coal products manufacturing,Millions of current dollars,19,25.9,20.7,30.2,26.1,25.3,45.2,96.9,111,125.6,180.4,199,116.5,98.2,102,71.1,86.1,120.3,152.9,98.5,105.9,90.4,93.5,80.7,(NA)
Arizona,    Chemical manufacturing,Millions of current dollars,866.1,855.9,997.5,855.8,810.6,477.9,392.8,419.6,645.1,768.9,1373.6,1076.6,1615.2,1418.2,1491.1,1168.2,617,766.3,909.2,1027.5,924.1,1099.7,1528.3,1407.4,(NA)
Arizona,    Plastics and rubber products manufacturing,Millions of current dollars,421.7,435.7,480.3,373.5,459.7,459.2,369.4,351.7,314.9,378.9,318.2,405.9,379.7,450.9,449.3,543.6,496.9,457.4,638.1,565.9,585.4,673.6,812.9,853,(NA)
Arizona,  Wholesale trade,Millions of current dollars,8025.4,8803.7,9275.8,9986.9,10020.1,10110.9,10711.6,11825.3,12779.6,13794.4,15151.4,15236.8,14442.1,14827.2,15310.7,16676.3,16537.5,16735.5,17214.5,17926.2,18756,19621.2,20194.7,20705.8,23969.2
Arizona,  Retail trade,Millions of current dollars,10338.9,11459.8,12108.7,13114.2,13715.6,14272.1,15319.4,16416.5,18570.6,20429.6,20753.7,19244.9,17772.2,18185,19613.4,20235.2,20391.8,21561.6,22072,22837.5,23674.6,24503.2,25603,27786.4,31861.2
Arizona,  Transportation and warehousing,Millions of current dollars,3671.9,4077.1,4358.7,4572.8,4401.5,4639,4988.6,5750.5,6371.6,7123.8,7167.6,7133.9,6820.9,7419.6,7619.2,8136.9,8099.8,8814.9,9480.6,9888.6,10360.8,11145.4,12010.5,9812.4,10904.8
Arizona,   Air transportation,Millions of current dollars,1413,1483.3,1573.9,1496.3,1241.6,1380.6,1543.5,1889.9,2034.2,2271.5,2382.4,2168.1,2230.4,2789.3,2651.3,2905.4,2770.1,3202.3,3445.8,3607.7,3703,3627,3891.5,1322.2,(NA)
Arizona,   Rail transportation,Millions of current dollars,275.7,321.9,334.2,379,371.5,346.6,395.7,447.2,515,615.9,587.7,689.3,561.5,579.1,681.7,730.2,760.2,806.3,808.5,732,754.3,801.9,760.2,660.3,(NA)
Arizona,   Water transportation,Millions of current dollars,0.9,2.9,1.5,1.7,6,6.2,7.1,7.9,10.2,12.5,13.5,14.7,16.4,17.2,21.8,3.6,3,4.1,4.6,1.1,0.3,0.2,0.3,0.1,(NA)
Arizona,   Truck transportation,Millions of current dollars,940.1,1046.7,1132.5,1226.5,1254.1,1316.1,1372.3,1524.3,1711.5,1924.6,1932.6,1790.1,1562.9,1600.7,1654,1781.1,1756.4,1895.4,2060.1,2191.7,2325.8,2513.3,2605.7,2679.8,(NA)
Arizona,   Transit and ground passenger transportation,Millions of current dollars,188.8,216.6,247.8,249.2,275,287.5,286.4,305.1,360.9,435.3,429.4,482.8,543.2,564.5,601.1,615,616.1,650.5,694.4,736.9,820.3,806.4,767,644.5,(NA)
Arizona,   Pipeline transportation,Millions of current dollars,23.3,35.8,42.4,32.6,36.3,42.9,43.1,47,46,45.3,53.7,64.6,60.4,71.4,61.6,76.3,71.3,76.6,95.8,98.2,98.7,97.3,132.1,130,(NA)
Arizona,   Other transportation and support activities,Millions of current dollars,635.5,711.4,752.9,878.8,899.5,902.2,935.3,1087.7,1239.6,1333.5,1283.3,1386.9,1319.9,1306.2,1418.3,1465.8,1556.9,1619,1792.6,1875,1900.8,2037.1,2335.8,2505,(NA)
Arizona,   Warehousing and storage,Millions of current dollars,194.6,258.5,273.5,308.6,317.5,356.9,405.2,441.3,454.3,485.1,485,537.3,526.1,491.2,529.4,559.6,565.9,560.8,578.8,646,757.6,1262.3,1517.9,1870.6,(NA)
Arizona,  Information,Millions of current dollars,4153.7,4779.2,5184.2,5184.9,5596,6457,6380.1,6644.8,6668.4,6979.5,7275.5,7634.8,7416.1,7431.7,7305.3,7288.4,8269.7,9171.7,9901.6,10761.7,11911.7,12280.3,14180.1,14720.8,15785.3
Arizona,   Publishing industries (except Internet),Millions of current dollars,807.3,871.5,1099.4,1095.3,915.4,1179.1,1285.5,1550.6,1726,1680.2,1955.5,1644.8,1393.7,1430.4,1439.3,1660.6,1654.2,1758.3,1755.9,1803.5,2040.1,2053.4,2645.7,3073.4,(NA)
Arizona,   Motion picture and sound recording industries,Millions of current dollars,142.8,232,313.9,167,223,301.3,203.3,279.5,174.6,198.7,245,316.4,295.6,256.9,243.2,253.3,271.5,258,276.6,315.8,307.7,293.1,299.5,181.4,(NA)
Arizona,   Broadcasting (except Internet) and telecommunications,Millions of current dollars,2889.9,3210.4,3311.5,3634.3,3940.2,3993.9,3953.6,3780.1,3798.8,3984.4,4375.1,4633.3,4594.1,4310.1,4143.9,3918.7,4495.5,4930.3,5750.9,6010.6,6417.5,7192.4,8153.9,8270,(NA)
Arizona,"   Data processing, hosting, and other information services",Millions of current dollars,313.7,465.2,459.3,288.3,517.4,982.7,937.7,1034.7,969,1116.2,699.9,1040.3,1132.8,1434.4,1478.9,1455.8,1848.5,2225.1,2118.1,2631.8,3146.4,2741.4,3081,3196.1,(NA)
Arizona,"  Finance, insurance, real estate, rental, and leasing",Millions of current dollars,25245.6,27735.7,31481,33968.6,37166.8,39956.9,41938.6,45381.8,51306.3,50167.1,53292.6,56649.7,54017.2,53630.1,55100,59679.9,63504.1,64938.7,68200,71857.2,72857.3,78404,83649.6,87953.3,94082.8
Arizona,   Finance and insurance,Millions of current dollars,8409.2,9795.1,10847.8,11537.4,12718.4,13126.9,14789.9,16073.1,17842.1,14668.5,14867.4,12976.5,12679.5,13735.9,15421.9,18295.3,18563.6,19225.4,21447.6,22823.8,22469.6,25148.3,26590.2,30167.5,33036.4
Arizona,"    Monetary Authorities- central bank, credit intermediation, and related services",Millions of current dollars,4047.5,4825.5,5784.7,5670.5,6781.9,7602.3,8480.3,8607.2,11158.4,7896.2,8026.9,6862.9,6345.8,5511.8,7172.9,8476.4,8758.3,9618,10157.9,11578.7,11884.5,12689.5,13383.1,15261.3,(NA)
Arizona,"    Securities, commodity contracts, and other financial investments and related activities",Millions of current dollars,672.9,698.3,739.1,844.2,1211.6,1105.4,1029,1043.3,1265.7,1489,1347.6,650.1,1402.5,1368.1,1321.4,1802.8,2298.7,2204.6,2159.1,2634.1,2713.7,3344,3541.3,3306.9,(NA)
Arizona,    Insurance carriers and related activities,Millions of current dollars,3618.7,4128.8,4132.3,4840.7,4436.4,4196.1,4892.6,6025.7,4903.4,4764.8,5304.9,5347.8,4906,6807.4,6896.5,7955.2,7361,7104.5,8212.8,8205.4,7466.5,8424.4,8997.4,10601.7,(NA)
Arizona,"    Funds, trusts, and other financial vehicles",Millions of current dollars,70.1,142.6,191.7,182,288.6,223.1,388,396.9,514.6,518.5,188,115.7,25.2,48.5,31.2,60.8,145.6,298.3,917.7,405.6,404.9,690.4,668.4,997.6,(NA)
Arizona,   Real estate and rental and leasing,Millions of current dollars,16836.4,17940.6,20633.1,22431.2,24448.4,26830,27148.7,29308.7,33464.1,35498.6,38425.2,43673.2,41337.6,39894.2,39678,41384.6,44940.5,45713.3,46752.4,49033.3,50387.7,53255.6,57059.4,57785.8,61046.4
Arizona,    Real estate,Millions of current dollars,14824.6,15637,17823.8,19374,20935.5,23208.5,23836.8,26263.4,30261.4,31548.9,34677.8,39822,37821.9,36638.3,36454.8,37572.5,40966.8,41573.9,41950.1,43508.1,45279.9,48203.1,51272.1,52777.6,(NA)
Arizona,    Rental and leasing services and lessors of nonfinancial intangible assets,Millions of current dollars,2011.8,2303.6,2809.3,3057.2,3512.9,3621.5,3311.8,3045.3,3202.7,3949.7,3747.4,3851.2,3515.7,3255.9,3223.2,3812.1,3973.7,4139.4,4802.3,5525.2,5107.8,5052.6,5787.3,5008.1,(NA)
Arizona,  Professional and business services,Millions of current dollars,11802.6,12914.5,14481.7,16331.2,17129,17586.9,18736.2,21225.1,23790.5,26619.6,28796,29896.7,27804.1,27559.1,28618.9,29540.3,31136.4,32629.2,34154.2,35488.7,37924.4,40073.3,42406.7,42267.9,48158.4
Arizona,"   Professional, scientific, and technical services",Millions of current dollars,6294.2,6799.9,7502.6,8231.4,8509,8901.2,9166.5,10308.7,11596.6,13090.3,14228.4,15106,14123.5,14144.6,15074.7,15410.7,15730,16164.3,16961.4,17733.6,18819.5,20364.4,21269.4,20941.8,23490.2
Arizona,    Legal services,Millions of current dollars,1168.3,1231,1273.2,1379.3,1473.6,1605.5,1655.8,1774.3,1991.1,2162.5,2387.9,2625.9,2495,2409.8,2480.1,2531.2,2463.4,2511.9,2546.7,2700.9,2757.7,2975.5,3109.7,3104.2,(NA)
Arizona,    Computer systems design and related services,Millions of current dollars,691.9,869.2,1040,1156.7,1125.6,1000.6,1137.2,1412,1709.3,1989.2,2297.3,2546.7,2608.1,2728,3142.8,2941.6,3036.9,3137.6,3730.8,4044.4,4240.6,4726,5150.9,4943.3,(NA)
Arizona,"    Miscellaneous professional, scientific, and technical services",Millions of current dollars,4434.1,4699.7,5189.4,5695.5,5909.8,6295,6373.4,7122.4,7896.1,8938.6,9543.2,9933.4,9020.3,9006.8,9451.8,9937.8,10229.7,10514.8,10683.9,10988.3,11821.2,12662.9,13008.8,12894.3,(NA)
Arizona,   Management of companies and enterprises,Millions of current dollars,1073.8,1221.8,1267.1,1489.4,1685,1681,1869.1,2254.4,2123.8,2432.7,2894.5,2989.4,2871.5,2774.6,2758.9,3051.6,3448.4,3739.4,3818.9,3840.9,4082.4,3691.6,4097.5,4431.9,5109.3
Arizona,   Administrative and support and waste management and remediation services,Millions of current dollars,4434.6,4892.8,5712,6610.3,6935,7004.7,7700.6,8662,10070.1,11096.5,11673.1,11801.3,10809,10639.9,10785.2,11078.1,11958,12725.5,13373.9,13914.2,15022.6,16017.3,17039.7,16894.2,19558.9
Arizona,    Administrative and support services,Millions of current dollars,4169.1,4616.2,5314.2,6176.9,6439.8,6473.5,6997.7,7713.9,9140.4,10176.1,10849.1,10894.1,9774.6,9672.2,10040,10434.5,11279,11926.8,12602.1,13200.4,14119.3,15053.4,16078.6,15959,(NA)
Arizona,    Waste management and remediation services,Millions of current dollars,265.5,276.6,397.8,433.4,495.2,531.2,702.9,948.1,929.7,920.4,824,907.2,1034.5,967.7,745.2,643.6,679,798.7,771.8,713.8,903.2,964,961.2,935.2,(NA)
Arizona,"  Educational services, health care, and social assistance",Millions of current dollars,8190.7,8749.6,9315.4,9963.7,10841.1,11950.6,13288.6,14886.4,16130.8,17967.1,19550.7,21888.8,23345.1,24335.9,25386.1,26221.6,26782,27546.6,28927.1,30698.5,32490.4,34228.1,36447,36190.1,38399.9
Arizona,   Educational services,Millions of current dollars,637.7,732,767.5,896.7,937.1,1130.8,1328.6,1689.9,1848.8,1999.8,2164.7,2521.6,2967,3329.7,3479.4,3686.1,3615.7,3734,3845.3,3965.8,4044.8,4182.7,4510.2,4220.2,4304.2
Arizona,   Health care and social assistance,Millions of current dollars,7553,8017.6,8548,9067.1,9904,10819.8,11960,13196.5,14282,15967.3,17386,19367.3,20378.1,21006.2,21906.7,22535.5,23166.3,23812.7,25081.9,26732.7,28445.5,30045.4,31936.8,31969.9,34095.7
Arizona,    Ambulatory health care services,Millions of current dollars,4158.3,4386.9,4641.1,5038.2,5507.2,5964.6,6580.5,7281.8,8033.5,8981.3,9617.8,10561.3,11055.4,11399.5,12119.7,12409.6,12782.4,12969.6,13513,14450.5,15271,16094.4,17024.8,16798.3,(NA)
Arizona,    Hospitals,Millions of current dollars,2178.7,2354.1,2521.4,2520,2732.2,3051.5,3416.8,3886.7,4089.4,4623.6,5190,5996.7,6476.8,6622.8,6782.4,6984.7,7112.2,7332.8,7766.6,8185.2,8856.4,9300.2,9867,10050.2,(NA)
Arizona,    Nursing and residential care facilities,Millions of current dollars,711.3,724.9,766.3,822.4,902.9,969.2,1046.6,1068.2,1152.4,1279.1,1359.8,1498.6,1540.9,1644.2,1703.5,1779.3,1857.4,1970.2,2090.8,2243.5,2370,2517.6,2708.5,2821.6,(NA)
Arizona,    Social assistance,Millions of current dollars,504.7,551.6,619.2,686.5,761.7,834.5,916.1,959.8,1006.8,1083.3,1218.3,1310.6,1305,1339.7,1301.1,1361.9,1414.4,1540,1711.4,1853.4,1948.1,2133.2,2336.4,2299.7,(NA)
Arizona,"  Arts, entertainment, recreation, accommodation, and food services",Millions of current dollars,5277.7,5781.4,6358.6,7114.7,7046.9,7487.4,8030.4,8950.8,10161.2,10994,11538.1,10884.9,10429.2,10550.1,11101.8,12196.3,12867.9,12752.3,13781.4,14666.8,15959.3,17023,17149.6,14253.1,18180
Arizona,"   Arts, entertainment, and recreation",Millions of current dollars,1200.3,1355.9,1503.9,1736.5,1649.4,1852.8,2050.2,2009.1,2021.5,2074.9,2094.4,2046.4,2015.5,2054.2,2137.5,2564.9,2829,3107.5,3136.9,3445.7,3724,3833.5,3754.2,2751.4,3359.4
Arizona,"    Performing arts, spectator sports, museums, and related activities",Millions of current dollars,626.9,791.8,857.7,1003.9,1017.6,1208.8,1398.2,1241.4,1187.8,1171.9,1096.5,1043.2,1068.7,1055.2,1137.1,1465.6,1607.5,1757.7,1738.6,2082.4,2318.5,2369.9,2261,1537.7,(NA)
Arizona,"    Amusement, gambling, and recreation industries",Millions of current dollars,573.5,564.2,646.3,732.6,631.8,644,652,767.7,833.7,903,997.9,1003.1,946.8,999,1000.4,1099.3,1221.5,1349.8,1398.3,1363.3,1405.5,1463.6,1493.1,1213.7,(NA)
Arizona,   Accommodation and food services,Millions of current dollars,4077.4,4425.4,4854.7,5378.2,5397.5,5634.5,5980.2,6941.7,8139.7,8919.1,9443.7,8838.5,8413.6,8496,8964.3,9631.4,10038.9,9644.8,10644.5,11221.1,12235.3,13189.5,13395.4,11501.7,14820.6
Arizona,    Accommodation,Millions of current dollars,1604.4,1687.1,1800.2,2024.4,1902.7,1924.1,1953.7,2235.2,2882,2990.8,3274.9,2858.1,2587.8,2717.8,3095.9,3502.8,3699,2815.1,3058.6,3093.3,3277.8,3646.7,3248.7,2268.1,(NA)
Arizona,    Food services and drinking places,Millions of current dollars,2472.9,2738.3,3054.5,3353.8,3494.9,3710.5,4026.5,4706.5,5257.6,5928.3,6168.7,5980.5,5825.8,5778.1,5868.4,6128.6,6339.9,6829.7,7585.9,8127.8,8957.4,9542.8,10146.7,9233.6,(NA)
Arizona,  Other services (except government and government enterprises),Millions of current dollars,3261.2,3684.3,3817.1,4102.8,3788.7,4045.4,3978.3,4198.1,4577.2,5089.8,5276.8,5144.6,4998,4927.5,5056.7,5337.8,5486.7,5860.9,6067.6,6242.1,6511.5,6952.6,7304.1,6722.7,7609.4
Arizona, Government and government enterprises,Millions of current dollars,17851.4,18984.5,19999.2,21067.9,22739.7,24190.9,25902.2,27500.3,29630.5,31730.4,33721.4,35664.2,34954.5,36464.6,36928.7,37730.2,38548.3,38651.6,39566.9,40617.8,42391.4,43460,44626.7,46600.8,47325.6
Arizona,  Federal civilian,Millions of current dollars,2942.1,3135.5,3371,3659.7,3833.7,4063.4,4390.3,4720.6,5072.9,5226.6,5576,5920.4,6205.1,6443.5,6612.4,6614.9,6498.7,6616.8,7060.8,7250.6,7576.4,7924.4,8089.1,8679.2,8890.1
Arizona,  Military,Millions of current dollars,1803.7,1843.1,1855.7,1892.9,1929.7,2151.6,2504,2645,2807.5,2806.8,2934.8,3250.5,3666.8,3954.1,3944,3896.2,3799.4,3681.1,3575,3554.3,3653.9,3739.5,3920.8,4117.5,4182.3
Arizona,  State and local,Millions of current dollars,13105.6,14005.9,14772.5,15515.4,16976.2,17975.9,19008,20134.7,21750.1,23697,25210.6,26493.2,25082.6,26067,26372.2,27219,28250.2,28353.7,28931.1,29812.8,31161,31796.1,32616.8,33804.2,34253.2
Arizona,Natural resources and mining,Millions of current dollars,3110.1,3075.1,3026.1,3098,2806.6,2842.5,3009.9,4120.9,5132.5,6199.4,7073.2,6971.7,6108.9,7746.9,9585.6,8342.3,7995.1,7642.7,6188.9,5938,7301.5,7300.6,7184.6,7241,10893.4
Arizona,Trade,Millions of current dollars,18364.3,20263.5,21384.4,23101.1,23735.7,24383,26031,28241.8,31350.2,34224,35905.1,34481.7,32214.3,33012.3,34924.1,36911.5,36929.2,38297.2,39286.6,40763.7,42430.6,44124.4,45797.7,48492.3,55830.4
Arizona,Transportation and utilities,Millions of current dollars,6801.2,7063.1,7740.4,8014.9,7907.1,8021.2,8508.7,9580.8,10301.6,11781.5,12258.5,12405.8,12556.8,13462.1,13939.5,14356.9,14441.5,15213.4,15866.4,16606.2,17198.2,17913.4,19102.7,17214.3,19122.1
Arizona,Manufacturing and information,Millions of current dollars,25607.3,26995.1,29116.5,28168.2,27823.9,28792.1,32029.6,28179.8,27252.9,29577.1,31854.8,31169.4,28139.3,29642.4,30626.9,31793.7,30496,33241.7,35720.8,37250.8,40564.1,43707.9,47484.6,46788.6,50780.4
Arizona,Private goods-producing industries 2/,Millions of current dollars,31332.5,33346.9,35993.8,36260.8,35958.7,36443,40840.7,39931.1,43999.3,50403.9,53777.2,48274.9,38689,39779.7,42554.6,42177.1,40625.9,42605.1,43641.4,45378.9,50741.4,55448.3,59324.1,59303.8,66697.9
Arizona,Private services-providing industries 3/,Millions of current dollars,83097.1,90971.3,99762.8,107782,113211.3,119888.4,126892,139109.6,154286.2,163822.6,173893.3,178987,172780.8,174908.8,181432.5,191532.8,199417.4,206410,216185,227084.7,237283.4,250999.1,266037.4,267814.4,297168.3
Arkansas,All industry total,Millions of current dollars,59846.3,62396.7,66811.3,68678.5,70616.7,74113.9,78695.1,85199.6,90887.7,95875.1,98381.6,99706.8,97508.1,101486.5,105768.1,108492.1,113227.3,116139.4,117786.8,119152.4,122350.2,127306.5,130839.9,130750.7,144545.4
Arkansas, Private industries,Millions of current dollars,52522.1,54743.9,58767.4,60185.6,61498.5,64595.5,68557.1,74333.9,79125.8,83368.4,85430.2,86282.8,83583,87081.8,91031.6,93561.1,97884.2,100612,102137.9,103292,106207,110742.4,113977.4,113382.3,126409
Arkansas,"  Agriculture, forestry, fishing and hunting",Millions of current dollars,2754.8,2357.5,2279.9,2102.1,2322.3,1935.8,2678.4,3836.8,2891.2,2749.8,3070.9,2983.1,2273.1,2124.3,2254.5,2568.4,3859.6,3352.5,2797.2,2403.9,2975.2,2821.2,1869.6,1780.2,3032
